chipped:acacia_planks_panel	ctm	chipped:block/acacia_planks_panel	minecraft:block/cube_all	chipped:block/acacia_planks/acacia_planks_panel	chipped:block/acacia_planks/ctm/acacia_planks_panel_ctm/0	chipped:block/acacia_planks/ctm/acacia_planks_panel_ctm/3	chipped:block/acacia_planks/ctm/acacia_planks_panel_ctm/1	chipped:block/acacia_planks/ctm/acacia_planks_panel_ctm/2	a6346b9a2ba45d6a3bf4dfe5b35c9ab74907608466a42f2b99422949f06684d3
chipped:arched_black_stained_glass_pane_pillar	pane_pillar	chipped:block/arched_black_stained_glass_pane_pillar	minecraft:block/cube_all	chipped:block/black_stained_glass/arched_black_stained_glass_pillar	chipped:block/black_stained_glass/ctm/arched_black_stained_glass_pillar/0	chipped:block/black_stained_glass/ctm/arched_black_stained_glass_pillar/1	chipped:block/black_stained_glass/ctm/arched_black_stained_glass_pillar/2	chipped:block/black_stained_glass/ctm/arched_black_stained_glass_pillar/3	5692b25467631e8008b441db702f85060a8971e78333aa59ec1fb5fcf59da7da
chipped:arched_black_stained_glass_pillar	limited_pillar	chipped:block/arched_black_stained_glass_pillar	minecraft:block/cube_all	chipped:block/black_stained_glass/arched_black_stained_glass_pillar	chipped:block/black_stained_glass/ctm/arched_black_stained_glass_pillar/0	chipped:block/black_stained_glass/ctm/arched_black_stained_glass_pillar/1	chipped:block/black_stained_glass/ctm/arched_black_stained_glass_pillar/2	chipped:block/black_stained_glass/ctm/arched_black_stained_glass_pillar/3	5692b25467631e8008b441db702f85060a8971e78333aa59ec1fb5fcf59da7da
chipped:arched_blue_stained_glass_pane_pillar	pane_pillar	chipped:block/arched_blue_stained_glass_pane_pillar	minecraft:block/cube_all	chipped:block/blue_stained_glass/arched_blue_stained_glass_pillar	chipped:block/blue_stained_glass/ctm/arched_blue_stained_glass_pillar/0	chipped:block/blue_stained_glass/ctm/arched_blue_stained_glass_pillar/1	chipped:block/blue_stained_glass/ctm/arched_blue_stained_glass_pillar/2	chipped:block/blue_stained_glass/ctm/arched_blue_stained_glass_pillar/3	fe7c855ebe621a3a854bbb95fa1a8745393a108dedb805844b778c2e290517ee
chipped:arched_blue_stained_glass_pillar	limited_pillar	chipped:block/arched_blue_stained_glass_pillar	minecraft:block/cube_all	chipped:block/blue_stained_glass/arched_blue_stained_glass_pillar	chipped:block/blue_stained_glass/ctm/arched_blue_stained_glass_pillar/0	chipped:block/blue_stained_glass/ctm/arched_blue_stained_glass_pillar/1	chipped:block/blue_stained_glass/ctm/arched_blue_stained_glass_pillar/2	chipped:block/blue_stained_glass/ctm/arched_blue_stained_glass_pillar/3	fe7c855ebe621a3a854bbb95fa1a8745393a108dedb805844b778c2e290517ee
chipped:arched_brown_stained_glass_pane_pillar	pane_pillar	chipped:block/arched_brown_stained_glass_pane_pillar	minecraft:block/cube_all	chipped:block/brown_stained_glass/arched_brown_stained_glass_pillar	chipped:block/brown_stained_glass/ctm/arched_brown_stained_glass_pillar/0	chipped:block/brown_stained_glass/ctm/arched_brown_stained_glass_pillar/1	chipped:block/brown_stained_glass/ctm/arched_brown_stained_glass_pillar/2	chipped:block/brown_stained_glass/ctm/arched_brown_stained_glass_pillar/3	9f71c9ed0e89a15bcd4e669e51ddd8c5ca1c073aec841dced657b73e56df2393
chipped:arched_brown_stained_glass_pillar	limited_pillar	chipped:block/arched_brown_stained_glass_pillar	minecraft:block/cube_all	chipped:block/brown_stained_glass/arched_brown_stained_glass_pillar	chipped:block/brown_stained_glass/ctm/arched_brown_stained_glass_pillar/0	chipped:block/brown_stained_glass/ctm/arched_brown_stained_glass_pillar/1	chipped:block/brown_stained_glass/ctm/arched_brown_stained_glass_pillar/2	chipped:block/brown_stained_glass/ctm/arched_brown_stained_glass_pillar/3	9f71c9ed0e89a15bcd4e669e51ddd8c5ca1c073aec841dced657b73e56df2393
chipped:arched_cyan_stained_glass_pane_pillar	pane_pillar	chipped:block/arched_cyan_stained_glass_pane_pillar	minecraft:block/cube_all	chipped:block/cyan_stained_glass/arched_cyan_stained_glass_pillar	chipped:block/cyan_stained_glass/ctm/arched_cyan_stained_glass_pillar/0	chipped:block/cyan_stained_glass/ctm/arched_cyan_stained_glass_pillar/1	chipped:block/cyan_stained_glass/ctm/arched_cyan_stained_glass_pillar/2	chipped:block/cyan_stained_glass/ctm/arched_cyan_stained_glass_pillar/3	c725023672ea74fb02fe3785df056ea2bb0e9066276693021e10ede65bfe6e2c
chipped:arched_cyan_stained_glass_pillar	limited_pillar	chipped:block/arched_cyan_stained_glass_pillar	minecraft:block/cube_all	chipped:block/cyan_stained_glass/arched_cyan_stained_glass_pillar	chipped:block/cyan_stained_glass/ctm/arched_cyan_stained_glass_pillar/0	chipped:block/cyan_stained_glass/ctm/arched_cyan_stained_glass_pillar/1	chipped:block/cyan_stained_glass/ctm/arched_cyan_stained_glass_pillar/2	chipped:block/cyan_stained_glass/ctm/arched_cyan_stained_glass_pillar/3	c725023672ea74fb02fe3785df056ea2bb0e9066276693021e10ede65bfe6e2c
chipped:arched_gray_stained_glass_pane_pillar	pane_pillar	chipped:block/arched_gray_stained_glass_pane_pillar	minecraft:block/cube_all	chipped:block/gray_stained_glass/arched_gray_stained_glass_pillar	chipped:block/gray_stained_glass/ctm/arched_gray_stained_glass_pillar/0	chipped:block/gray_stained_glass/ctm/arched_gray_stained_glass_pillar/1	chipped:block/gray_stained_glass/ctm/arched_gray_stained_glass_pillar/2	chipped:block/gray_stained_glass/ctm/arched_gray_stained_glass_pillar/3	b8306c6c489abd76d0da1d9f6c3334322b635cc24ecc2c50c8704e78cbb57680
chipped:arched_gray_stained_glass_pillar	limited_pillar	chipped:block/arched_gray_stained_glass_pillar	minecraft:block/cube_all	chipped:block/gray_stained_glass/arched_gray_stained_glass_pillar	chipped:block/gray_stained_glass/ctm/arched_gray_stained_glass_pillar/0	chipped:block/gray_stained_glass/ctm/arched_gray_stained_glass_pillar/1	chipped:block/gray_stained_glass/ctm/arched_gray_stained_glass_pillar/2	chipped:block/gray_stained_glass/ctm/arched_gray_stained_glass_pillar/3	b8306c6c489abd76d0da1d9f6c3334322b635cc24ecc2c50c8704e78cbb57680
chipped:arched_green_stained_glass_pane_pillar	pane_pillar	chipped:block/arched_green_stained_glass_pane_pillar	minecraft:block/cube_all	chipped:block/green_stained_glass/arched_green_stained_glass_pillar	chipped:block/green_stained_glass/ctm/arched_green_stained_glass_pillar/0	chipped:block/green_stained_glass/ctm/arched_green_stained_glass_pillar/1	chipped:block/green_stained_glass/ctm/arched_green_stained_glass_pillar/2	chipped:block/green_stained_glass/ctm/arched_green_stained_glass_pillar/3	a7aab4ebae9656efa7c4627e43d1d065a8f9ea4fef680aa8767196cc114bbdb1
